🕘️更新时间,#genre#
2026-09-07 07:26:51,javascript://https://gitee.com/mytv-android/mytvJS/raw/main/js/cctvnews.js?id=cctv1

📺央视频道,#genre#
CCTV-1,javascript://https://gitee.com/mytv-android/mytvJS/raw/main/js/cctvnews.js?id=cctv1
CCTV-1,rtmp://39.108.129.193:1935/cctv1/1sao
CCTV-1,http://204.12.221.218:8181/3m1080p/cctv1.m3u8
CCTV-1,http://bztv.tvbus.cc:8081/cdnlive/cctv1.m3u8
CCTV-1,http://173.208.212.130:8181/720p/cctv1.m3u8
CCTV-1,http://182.140.125.47:808/hls/1/index.m3u8
CCTV-2,javascript://https://gitee.com/mytv-android/mytvJS/raw/main/js/cctvnews.js?id=cctv2
CCTV-2,http://bztv.tvbus.cc:8081/cdnlive/cctv2.m3u8
CCTV-2,http://204.12.221.218:8181/3m1080p/cctv2.m3u8
CCTV-2,http://173.208.212.130:8181/1080p/cctv2.m3u8
CCTV-2,http://198.204.228.26/live/cctv2hd.m3u8
CCTV-2,http://173.208.212.130:8181/720p/cctv2.m3u8
CCTV-3,http://bztv.tvbus.cc:8081/cdnlive/cctv3.m3u8
CCTV-3,http://173.208.212.130:8181/1080p/cctv3.m3u8
CCTV-3,http://204.12.221.218:8181/3m1080p/cctv3.m3u8
CCTV-4,javascript://https://gitee.com/mytv-android/mytvJS/raw/main/js/cctvnews.js?id=cctv4
CCTV-4,rtmp://39.108.129.193:1935/cv4/3wqo_cv4
CCTV-4,http://198.204.228.26/live/cctv4hd.m3u8
CCTV-4,http://173.208.212.130:8181/1080p/cctv4.m3u8
CCTV-4,http://bztv.tvbus.cc:8081/cdnlive/cctv4.m3u8
CCTV-4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1788789600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-df3b5c7106777c88110bd951cfb911b7&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV-4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1788753600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-77ff8d183d4db0586d83e6336390829e&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV-4,http://207.56.13.146:81/cdnlive/cctv4.m3u8
CCTV-4,http://173.208.212.130:8181/720p/cctv4.m3u8
CCTV-4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4k_mbd.m3u8?auth_key=1788753600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-b196ea18177ed31f7d7b26bfa2a8dc9a&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV-5,rtmp://39.108.129.193:1935/cv5/6mio_cv5
CCTV-5,http://207.56.13.146:81/cdnlive/cctv5.m3u8
CCTV-5,http://173.208.212.130:8181/1080p/cctv5.m3u8
CCTV-5,http://bztv.tvbus.cc:8081/cdnlive/cctv5p.m3u8
CCTV-5,http://173.208.212.130:8181/720p/cctv5.m3u8
CCTV-5,http://113.57.140.161:10081/newlive/live/hls/6/live.m3u8
CCTV-6,http://204.12.221.218:8181/3m1080p/cctv6.m3u8
CCTV-6,http://173.208.212.130:8181/1080p/cctv6.m3u8
CCTV-6,http://bztv.tvbus.cc:8081/cdnlive/cctv6.m3u8
CCTV-6,http://173.208.212.130:8181/720p/cctv6.m3u8
CCTV-6,http://207.56.13.146:81/cdnlive/cctv6.m3u8
CCTV-6,http://182.140.125.47:808/hls/6/index.m3u8
CCTV-6,http://118.122.144.115:8888/newlive/live/hls/7/live.m3u8
CCTV-7,javascript://https://gitee.com/mytv-android/mytvJS/raw/main/js/cctvnews.js?id=cctv7
CCTV-7,http://204.12.221.218:8181/3m1080p/cctv7.m3u8
CCTV-7,http://207.56.13.146:81/cdnlive/cctv7.m3u8
CCTV-7,http://173.208.212.130:8181/720p/cctv7.m3u8
CCTV-7,http://bztv.tvbus.cc:8081/cdnlive/cctv7.m3u8
CCTV-8,rtmp://39.108.129.193:1935/cv8/rreo_cv8
CCTV-8,http://bztv.tvbus.cc:8081/cdnlive/cctv8.m3u8
CCTV-8,http://207.56.13.146:81/cdnlive/cctv8.m3u8
CCTV-8,http://173.208.212.130:8181/720p/cctv8.m3u8
CCTV-9,javascript://https://gitee.com/mytv-android/mytvJS/raw/main/js/cctvnews.js?id=cctv9
CCTV-9,rtmp://39.108.129.193:1935/cv9/jr0g_cv9
CCTV-9,http://173.208.212.130:8181/720p/cctv9.m3u8
CCTV-9,http://bztv.tvbus.cc:8081/cdnlive/cctv9.m3u8
CCTV-9,http://198.204.228.26/live/cctv9hd.m3u8
CCTV-9,http://204.12.221.218:8181/3m1080p/cctv9.m3u8
CCTV-10,javascript://https://gitee.com/mytv-android/mytvJS/raw/main/js/cctvnews.js?id=cctv10
CCTV-10,http://198.204.228.26/live/cctv10hd.m3u8
